date,tempmin,tempmax,tempavg,humidity
2024-01-01,32.72,45.68,38.48,84.8
2024-01-02,39.2,45.32,42.44,80.8
2024-01-03,42.44,49.28,45.5,83.1
2024-01-04,39.56,46.4,44.06,88.4
2024-01-05,40.64,46.58,44.24,83.3
2024-01-06,37.04,44.24,40.28,88.9
2024-01-07,35.06,40.46,37.58,91.5
2024-01-08,34.88,49.28,39.38,91.9
2024-01-09,39.2,49.64,43.52,80.2
2024-01-10,36.5,40.82,38.12,87.6
2024-01-11,25.52,40.82,34.52,76.6
2024-01-12,14.54,24.98,18.5,56.7
2024-01-13,12.56,22.46,17.06,52.2
2024-01-14,15.44,30.56,22.28,59.4
2024-01-15,19.76,35.24,26.24,56.9
2024-01-16,22.46,36.68,29.48,57.4
2024-01-17,32.18,35.6,33.62,92.3
2024-01-18,33.62,36.14,34.88,88.5
2024-01-19,35.96,44.06,39.38,79.6
2024-01-20,35.24,47.66,40.28,83.2
2024-01-21,41.72,47.3,44.6,87.2
2024-01-22,43.16,49.64,46.58,90.6
2024-01-23,44.78,53.06,48.92,84.1
2024-01-24,42.8,50.0,45.86,87.3
2024-01-25,44.6,50.36,47.48,82.7
2024-01-26,44.78,53.24,48.56,81.2
2024-01-27,48.2,56.48,51.98,90.4
2024-01-28,52.16,59.72,56.12,88.4
2024-01-29,50.72,62.78,56.48,76.6
